X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;X;X
X;0;0;X;0;X;X;0;X;0;X;0;X;X;X;0;0;X;X;0;X;X;X;X;X;0;X;0;0;0;X;0;X;0;X;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;X;0;0;0;X;0;0;0;X;X
X;0;X;0;0;0;0;0;0;0;X;0;X;0;X;0;0;0;X;0;X;0;X;X;0;0;X;0;X;0;X;0;X;0;X;0;0;0;X;X
X;0;0;0;X;0;X;0;X;0;X;0;X;4;0;0;X;0;0;0;0;0;X;0;0;0;0;0;X;0;X;0;X;0;0;0;X;0;X;X
X;0;X;0;X;X;X;0;X;0;X;0;X;0;0;X;X;X;0;0;0;0;0;0;X;X;0;X;X;0;0;0;X;0;0;X;X;0;X;X
X;0;X;0;0;0;0;0;X;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;X;0;0;0;X;0;X;0;0;0;0;0;0;0;X;X
X;0;X;0;0;X;0;0;X;0;X;X;X;0;X;X;0;X;X;0;X;0;X;X;X;0;X;0;0;G;0;0;0;X;X;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;X;X
X;X;X;0;X;0;X;X;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;0;X;X;X;X;X;X;0;X;X;X;X;0;X;X
X;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;0;0;0;0;3;X;0;0;0;0;0;0;0;0;0;0;0;X;X
X;0;0;0;X;0;X;0;X;0;0;0;X;0;X;0;0;0;0;0;X;X;0;0;X;0;X;0;X;X;X;X;0;0;0;0;X;0;X;X
X;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;X
X;0;X;X;0;0;X;0;0;0;X;0;0;0;X;X;X;0;0;0;X;0;X;0;X;0;X;X;X;0;X;X;X;0;X;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;X
X;0;X;X;X;0;0;0;0;0;X;0;X;0;X;X;X;X;X;X;X;0;X;X;0;X;0;X;X;0;0;0;X;0;X;0;0;X;X;X
X;0;0;0;X;0;0;0;X;0;0;1;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;X
X;0;X;0;X;0;X;0;X;0;X;X;X;X;X;0;X;0;X;X;X;X;X;X;X;0;X;X;X;0;0;0;X;0;X;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;0;P;0;0;0;0;0;0;X;0;X;0;0;0;X;0;X;0;X;X
X;0;X;0;X;X;X;0;X;0;0;0;X;0;0;0;0;0;X;0;X;X;X;0;X;0;X;0;X;0;X;0;X;0;X;0;X;0;X;X
X;0;X;0;X;0;0;0;0;0;0;0;X;0;X;0;0;0;X;0;0;0;0;0;X;0;0;0;X;0;0;0;0;0;0;0;X;0;X;X
X;0;X;0;X;0;0;0;X;0;X;X;X;0;0;0;0;0;X;0;X;0;X;X;X;0;X;X;X;X;0;0;X;0;X;X;X;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;X;0;0;0;X;X
X;0;X;0;X;0;X;0;X;0;X;0;X;0;X;0;X;X;0;X;X;X;X;0;X;0;X;0;X;X;X;X;X;0;0;0;X;0;X;X
X;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;X;X
X;0;X;X;X;X;X;X;X;0;X;0;0;X;X;0;X;X;X;0;X;X;0;0;X;X;X;0;X;0;X;0;X;0;0;0;0;0;X;X
X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;Y;0;0;0;0;0;X;0;X;0;X;0;X;X
X;0;X;0;X;0;0;X;X;0;X;0;X;0;X;0;X;X;0;0;0;0;0;0;0;0;X;0;0;0;X;X;X;0;X;6;X;0;X;X
X;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;2;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;0;X;X
X;0;X;0;X;0;0;0;X;0;0;0;0;0;X;0;X;0;X;X;X;0;X;X;X;X;X;0;X;0;X;0;X;X;X;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;X;0;X;B;0;0;0;0;0;0;X;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;X;X
X;0;X;X;0;X;0;0;X;0;X;X;X;X;X;X;X;0;X;X;0;0;X;0;0;0;0;X;X;0;X;0;0;5;0;0;X;0;X;X
X;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;X;X
X;0;X;0;X;X;0;0;X;0;X;0;X;0;X;0;0;0;0;0;X;0;X;0;X;X;0;0;0;0;X;0;X;X;X;0;X;0;X;X
X;0;0;0;0;0;0;0;X;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;0;X;0;X;X
X;0;X;X;0;0;X;0;X;0;0;0;0;0;0;0;0;0;X;0;X;0;X;0;0;0;X;X;X;0;X;0;0;0;0;0;0;0;X;X
X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;0;0;0;0;0;0;0;0;X;0;0;0;X;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
